Slutpris,Utgångspris,Antal rum,Boarea,Våning,Byggår,Avgift/månad,Driftskostnad/år,Latitudes,Longitudes,Upplåtelseform_Andel i bostadsförening,Upplåtelseform_Andelsboende,Upplåtelseform_Annat,Upplåtelseform_Bostadsrätt,Upplåtelseform_Äganderätt,Balkong_Ja,Balkong_Nej,Hiss_Ja,Hiss_Nej
5625000,5195000,2.0,52.0,1.0,1912,2847.0,6880.5,59.3430868,18.027586,0,0,0,1,0,1,0,1,0
7500000,6795000,2.0,63.0,2.0,1905,3265.0,6000.0,59.3445849,18.0429561,0,0,0,1,0,1,0,0,1
6900000,6250000,2.0,57.0,1.0,1905,2740.0,7200.0,59.3441452,18.0581703,1,0,0,0,0,1,0,0,1
7800000,7950000,2.0,52.0,6.0,1927,2080.0,4800.0,59.342953,18.06765,0,0,0,1,0,1,0,1,0
5000000,4995000,2.0,48.0,2.0,1882,2190.0,10100.0,59.3298036,18.044851,0,0,0,1,0,0,1,1,0
3300000,2875000,1.5,34.0,-2.0,1935,1977.0,6880.5,59.3296712,18.0493789,0,0,0,1,0,0,1,1,0
3900000,3950000,2.0,37.0,0.5,1931,1424.0,6880.5,59.3283354,18.0343052,0,0,0,1,0,0,1,1,0
4950000,4495000,2.0,50.0,2.0,1907,2843.0,10350.0,59.3486851,18.0465421,0,0,0,1,0,0,1,1,0
5300000,5195000,2.0,52.0,2.0,1936,3635.0,6880.5,59.3480668,18.0581009,0,0,0,1,0,1,0,0,1
6500000,6350000,2.0,58.0,2.0,1926,3090.0,5160.0,59.347154,18.0453107,0,0,0,1,0,1,0,1,0
6600000,6450000,2.0,65.0,2.0,1896,3751.0,6880.5,59.3409019,18.0403019,0,0,0,1,0,1,0,0,1
5000000,4295000,2.0,43.0,2.0,1888,1754.0,6880.5,59.3322545,18.0431401,0,0,0,1,0,1,0,1,0
8225000,7995000,2.0,71.0,3.0,1928,2050.0,6880.5,59.3405426,18.0289004,0,0,0,1,0,1,0,1,0
3010000,2695000,1.5,27.0,1.0,1938,2076.0,6880.5,59.3367481,18.0230512,0,0,0,1,0,0,1,1,0
7650000,7200000,2.0,63.0,3.0,1903,2515.0,4900.0,59.3448287,18.0713437,0,0,0,1,0,1,0,1,0
4480000,4495000,2.0,53.5,4.0,2015,3994.0,6880.5,59.3362885,18.0149213,0,0,0,1,0,1,0,1,0
7800000,7495000,2.0,58.0,2.0,1891,2950.0,7485.0,59.3337771,18.0888786,0,0,0,1,0,0,1,1,0
7100000,7495000,2.0,52.0,4.0,1915,1759.0,6880.5,59.3404005,18.0894812,0,0,0,1,0,1,0,1,0
4000000,3850000,2.0,37.0,4.0,1939,1071.0,6800.0,59.3334784,18.0309713,0,0,0,1,0,1,0,1,0
5700000,5995000,2.0,54.0,2.0,1939,1800.0,2400.0,59.3433973,18.0765982,0,0,0,1,0,0,1,0,1
4400000,3850000,2.0,31.5,0.0,1888,1109.0,3600.0,59.3367545,18.0871378,0,0,0,1,0,1,0,0,1
4950000,4895000,2.0,54.0,2.0,1928,2794.0,6880.5,59.3378973,18.036743,0,0,0,1,0,0,1,0,1
6200000,4995000,2.0,50.0,4.0,1911,1724.0,6880.5,59.3327975,18.0318452,0,0,0,1,0,1,0,0,1
4010000,3495000,1.5,41.0,4.0,1939,2871.0,2900.0,59.3307531,18.024157,0,0,0,1,0,1,0,1,0
6400000,5695000,2.0,48.0,2.0,1904,985.0,6000.0,59.3418228,18.0360645,0,0,0,1,0,1,0,1,0
4175000,0,2.0,43.0,0.5,1915,2729.0,6500.0,59.3299161,18.0277822,0,0,0,1,0,0,1,1,0
3300000,2950000,1.5,34.0,5.0,1933,2854.0,7000.0,59.3349478,18.0013452,0,0,0,1,0,1,0,1,0
4000000,3495000,1.5,37.0,3.0,0,1938.0,6880.5,59.3356527,18.0310235,0,0,0,1,0,0,1,1,0
4650000,4495000,2.0,61.0,0.5,1940,3911.0,6880.5,59.3310766,18.0244005,0,0,0,1,0,0,1,1,0
4030000,2995000,1.5,31.0,2.0,1934,3003.0,8800.0,59.3300981,18.0511514,0,0,0,1,0,1,0,0,1
5410000,4995000,2.5,63.0,0.5,1926,3569.0,6880.5,59.3448954,18.0343555,0,0,0,1,0,0,1,1,0
3500000,2995000,1.5,33.0,4.0,1929,1795.0,6880.5,59.3497973,18.0562403,0,0,0,1,0,0,1,0,1
5325000,4995000,2.0,62.0,0.5,0,2843.0,3000.0,59.3474845,18.0503711,1,0,0,0,0,0,1,1,0
4670000,4395000,2.0,39.0,3.0,1913,936.0,1800.0,59.346484,18.045135,0,0,0,1,0,0,1,1,0
4000000,3795000,2.0,37.5,5.0,2019,2248.0,6880.5,59.3471583,18.035452,0,0,0,1,0,1,0,1,0
6400000,5995000,2.0,55.0,2.0,1897,2394.0,6880.5,59.3305209,18.0364113,0,0,0,1,0,1,0,0,1
4340000,3995000,2.0,39.0,5.0,1969,2022.0,6000.0,59.3479631,18.0474065,0,0,0,1,0,1,0,1,0
5500000,4995000,2.0,44.0,3.0,1927,1950.0,4896.0,59.3416351,18.0829752,0,0,0,1,0,0,1,1,0
7125000,6200000,2.0,60.0,1.0,1897,4142.0,6880.5,59.3373453,18.0242918,0,0,0,1,0,1,0,1,0
8000000,7200000,2.0,60.0,2.0,1888,2421.0,7800.0,59.3378707,18.08006,0,0,0,1,0,1,0,0,1
3125000,2995000,1.5,36.0,2.0,1939,2123.0,6880.5,59.3308796,18.0242522,0,0,0,1,0,0,1,0,1
2800000,2895000,2.0,43.0,7.0,1962,2809.0,5400.0,59.3264718,18.0212997,0,0,0,1,0,0,1,1,0
5075000,4495000,2.0,50.0,2.0,1963,1365.0,6000.0,59.3306662,18.0371541,0,0,0,1,0,0,1,1,0
3950000,3450000,2.0,33.0,4.0,0,2135.0,6880.5,59.346093,18.0416178,0,0,0,1,0,0,1,1,0
3850000,3495000,2.0,32.0,2.0,1925,1871.0,6880.5,59.3483244,18.0484609,0,0,0,1,0,1,0,1,0
4500000,4195000,2.0,43.0,2.0,1912,2215.0,4000.0,59.3303106,18.0302352,0,0,0,1,0,0,1,1,0
5650000,4995000,2.0,50.0,2.0,1890,4168.0,16200.0,59.3332932,18.0362941,0,0,0,1,0,0,1,0,1
3700000,3495000,1.5,40.0,5.0,1974,1990.0,5000.0,59.3343722,18.0343685,0,0,0,1,0,0,1,1,0
4350000,3750000,2.0,31.0,2.0,1887,1772.0,2580.0,59.3425037,18.0800601,0,0,0,1,0,1,0,0,1
4350000,3995000,1.5,42.0,1.0,1927,2712.0,1788.0,59.3385087,18.0343637,0,0,0,1,0,0,1,1,0
4675000,3995000,2.0,61.0,2.0,1936,3814.0,9952.0,59.329977,17.9991258,0,0,0,1,0,0,1,0,1
4450000,4450000,2.0,52.0,3.0,1936,2906.0,6880.5,59.329075,18.0052238,0,0,0,1,0,1,0,1,0
4000000,3995000,2.0,51.0,3.0,1944,2257.0,5400.0,59.3282025,18.0142994,0,0,0,1,0,1,0,1,0
6525000,5500000,2.0,54.0,1.5,1928,2594.0,6880.5,59.3470989,18.0516557,0,0,0,1,0,1,0,1,0
3575000,3600000,2.0,35.0,2.0,1929,1999.0,5400.0,59.3367391,18.0259077,0,0,0,1,0,0,1,0,1
5100000,4995000,2.0,53.0,2.0,1927,3147.0,5460.0,59.3386298,18.0369722,0,0,0,1,0,0,1,0,1
3700000,3750000,2.0,46.5,3.0,0,2993.0,5500.0,59.3333583,18.0162794,0,0,0,1,0,1,0,0,1
4300000,3975000,2.0,46.0,4.0,1929,2499.0,6880.5,59.3367391,18.0259077,0,0,0,1,0,0,1,0,1
5950000,5795000,2.0,53.0,2.0,1903,1804.0,6880.5,59.341127,18.0355845,0,0,0,1,0,0,1,0,1
3600000,3650000,2.0,34.0,3.0,2022,2364.0,6880.5,59.3362865,18.0509708,0,0,0,1,0,1,0,1,0
4875000,4995000,2.0,53.5,12.0,2015,3994.0,6880.5,59.3362885,18.0149213,0,0,0,1,0,1,0,1,0
2900000,2795000,1.5,31.0,2.0,1938,3223.0,6880.5,59.3300512,18.0470286,0,0,0,1,0,0,1,1,0
3350000,3295000,2.0,40.0,1.0,1969,1973.0,9365.0,59.3492706,18.0577399,0,0,0,1,0,0,1,1,0
4750000,4995000,2.0,34.0,3.0,1903,1478.0,7700.0,59.3446373,18.0711918,0,0,0,1,0,1,0,0,1
7200000,6950000,2.5,60.0,0.5,1885,2295.0,8200.0,59.3359962,18.0867801,0,0,0,1,0,0,1,1,0
3950000,3950000,2.0,34.0,2.0,1913,1716.0,6880.5,59.3302224,18.0287563,0,0,0,1,0,0,1,1,0
5000000,4795000,2.0,47.0,2.0,1923,2500.0,9960.0,59.3418977,18.0686437,0,0,0,1,0,0,1,0,1
4950000,0,2.0,49.0,5.0,2006,2941.0,6880.5,59.3340533,18.0246638,0,0,0,1,0,1,0,1,0
6600000,6195000,2.0,62.0,1.5,1968,2497.0,6600.0,59.3388464,18.0550434,0,0,0,1,0,1,0,1,0
6750000,6395000,2.0,61.0,4.0,1906,2478.0,19156.0,59.3328105,18.0445122,0,0,0,1,0,1,0,0,1
5200000,4350000,2.0,39.0,4.0,1901,2577.0,6840.0,59.3452713,18.0439028,0,0,0,1,0,1,0,1,0
3990000,3695000,1.5,41.0,2.0,1933,1831.0,10572.0,59.3367733,18.0251908,0,0,0,1,0,1,0,1,0
4200000,4050000,1.5,27.0,2.0,1929,230.0,3000.0,59.3396566,18.0317034,0,0,0,1,0,1,0,0,1
4600000,3995000,2.0,46.0,7.0,1939,2712.0,10350.0,59.3308796,18.0242522,0,0,0,1,0,1,0,1,0
6100000,5695000,2.0,57.0,2.0,1866,2871.0,8100.0,59.3390917,18.0630727,0,0,0,1,0,1,0,0,1
3795000,3795000,2.0,40.0,1.0,2017,2583.0,4200.0,59.3475329,18.0353936,0,0,0,1,0,0,1,1,0
3950000,3495000,2.0,39.0,4.0,1930,2682.0,7200.0,59.3384282,18.022569,0,0,0,1,0,0,1,1,0
4750000,4750000,2.0,45.0,7.0,1936,2173.0,8388.0,59.3309992,18.0477642,0,0,0,1,0,1,0,1,0
6800000,6700000,2.0,57.0,1.0,1885,987.0,9600.0,59.3421098,18.0522874,0,0,0,1,0,1,0,0,1
4800000,4795000,2.0,37.0,2.0,1909,2049.0,9000.0,59.3413167,18.0321345,0,0,0,1,0,0,1,0,1
3950000,3595000,2.0,38.0,1.0,1934,2080.0,6880.5,59.328362,18.0368481,0,0,0,1,0,0,1,1,0
11800000,12750000,2.0,85.0,3.0,1879,3301.0,9000.0,59.3436377,18.0725612,0,0,0,1,0,1,0,1,0
4400000,4250000,2.0,38.0,2.0,1928,2686.0,5600.0,59.3475993,18.0625777,0,0,0,1,0,1,0,1,0
3100000,2695000,1.5,28.0,3.0,1934,2581.0,8674.0,59.3309585,18.0480612,0,0,0,1,0,0,1,1,0
4300000,3750000,1.5,37.0,1.0,1963,1036.0,6880.5,59.3303359,18.0366637,0,0,0,1,0,1,0,1,0
4800000,4295000,1.5,43.0,3.0,1899,1845.0,10000.0,59.3323335,18.0392967,0,0,0,1,0,1,0,0,1
5200000,5500000,2.0,65.0,0.5,1897,3504.0,6880.5,59.3373453,18.0242918,0,0,0,1,0,0,1,1,0
6200000,4995000,2.0,47.0,2.5,0,1236.0,6880.5,59.3281258,18.0355549,0,0,0,1,0,1,0,1,0
5450000,5250000,2.0,51.0,9.0,0,2550.0,5760.0,59.3468669,18.0347139,0,0,0,1,0,1,0,1,0
6220000,5395000,2.0,53.0,0.5,1903,2997.0,4040.0,59.329686,18.0445645,0,0,0,1,0,0,1,1,0
6000000,5195000,2.0,50.5,1.0,1906,2163.0,10320.0,59.3293069,18.0449854,0,0,0,1,0,1,0,1,0
6375000,5950000,2.0,53.0,1.0,1884,2022.0,6880.5,59.3427921,18.0768907,0,0,0,1,0,1,0,1,0
5525000,5200000,1.5,44.0,4.0,1929,2336.0,6200.0,59.3396936,18.0851412,0,0,0,1,0,0,1,1,0
4860000,4400000,2.0,40.0,2.0,1929,1965.0,4500.0,59.3399563,18.030386,0,0,0,1,0,0,1,0,1
5500000,4995000,2.0,58.0,5.0,1913,2824.0,6880.5,59.3493072,18.0588026,0,0,0,1,0,1,0,1,0
6825000,6495000,2.0,60.0,5.0,1898,2613.0,6880.5,59.3424876,18.0412822,0,0,0,1,0,1,0,1,0
3550000,3495000,2.0,40.0,1.0,1931,2220.0,6880.5,59.3300388,18.0059817,0,0,0,1,0,0,1,0,1
6950000,5900000,2.0,58.0,0.5,1930,2893.0,3300.0,59.3361696,18.0895656,0,0,0,1,0,0,1,1,0
4825000,4395000,2.0,47.0,5.0,1925,2046.0,5628.0,59.345303,18.0378915,0,0,0,1,0,0,1,0,1
6600000,5950000,2.0,50.0,3.0,1925,2088.0,6880.5,59.3380465,18.092425,0,0,0,1,0,0,1,1,0
4100000,3995000,1.5,46.0,1.0,1928,2897.0,4200.0,59.3276319,18.0436257,0,0,0,1,0,0,1,1,0
8400000,8500000,2.0,65.0,2.0,1907,2125.0,10800.0,59.3337536,18.0828791,0,0,0,1,0,0,1,0,1
3950000,3995000,2.0,34.0,2.0,1935,2320.0,6880.5,59.3280678,18.0370662,0,0,0,1,0,1,0,1,0
4960000,4495000,2.0,44.0,4.0,1939,2538.0,7856.0,59.3488356,18.0457074,0,0,0,1,0,1,0,1,0
4600000,3650000,2.0,37.0,1.0,1896,968.0,6880.5,59.3492413,18.0567076,0,0,0,1,0,1,0,0,1
3870000,3695000,1.5,37.0,3.0,0,1436.0,7440.0,59.3364269,18.030715,0,0,0,1,0,1,0,1,0
8200000,8400000,2.5,86.0,3.0,1906,4388.0,6880.5,59.3413349,18.0311643,0,0,0,1,0,0,1,0,1
4100000,3795000,2.0,33.0,1.0,1906,2309.0,6880.5,59.3424362,18.0274057,0,0,0,1,0,1,0,1,0
5970000,5895000,2.0,62.0,2.0,1921,2637.0,6880.5,59.3476853,18.0445224,0,0,0,1,0,0,1,0,1
4995000,4995000,2.0,53.0,1.0,2022,3269.0,9315.0,59.3481548,18.0336034,0,0,0,1,0,0,1,1,0
3320000,3250000,1.5,40.0,5.0,2006,2383.0,6000.0,59.3345168,18.0173428,0,0,0,1,0,1,0,1,0
7075000,5950000,2.0,59.0,3.0,1886,2678.0,948.0,59.3431476,18.0411452,0,0,0,1,0,1,0,1,0
3700000,3495000,2.0,35.0,1.5,1934,3222.0,6880.5,59.3300981,18.0511514,0,0,0,1,0,1,0,1,0
4900000,4900000,1.5,35.0,3.0,2019,2501.0,10100.0,59.3477282,18.0368743,0,0,0,1,0,1,0,1,0
3700000,2995000,2.0,43.0,3.0,1935,2771.0,2900.0,59.3277815,18.0070607,0,0,0,1,0,1,0,1,0
6600000,6300000,2.0,54.0,1.0,1927,2888.0,9000.0,59.3470989,18.0516557,0,0,0,1,0,1,0,0,1
5000000,4300000,2.0,38.0,2.0,1884,2673.0,500.0,59.3349942,18.0293432,0,0,0,1,0,1,0,0,1
3075000,2695000,1.5,39.0,13.0,1962,2620.0,7380.0,59.3264626,18.0203436,0,0,0,1,0,0,1,1,0
4145000,3795000,1.5,39.0,2.0,1925,1847.0,400.0,59.3447385,18.0357674,0,0,0,1,0,0,1,0,1
6350000,6995000,2.0,62.0,6.0,1973,2631.0,6880.5,59.3396934,18.093591,0,0,0,1,0,1,0,1,0
5187500,5150000,2.0,54.0,4.0,2017,2700.0,6880.5,59.3473985,18.0341744,0,0,0,1,0,1,0,1,0
4750000,4250000,2.0,45.0,3.0,1935,3183.0,5653.0,59.3280678,18.0370662,0,0,0,1,0,1,0,1,0
3400000,3295000,2.0,35.0,1.5,1926,2148.0,6880.5,59.3322352,18.0142557,0,0,0,1,0,0,1,0,1
6100000,5595000,2.0,67.5,3.0,2012,2831.0,10704.0,59.3384341,18.0034389,0,0,0,1,0,1,0,1,0
5100000,5450000,2.0,63.0,2.0,1970,2784.0,6880.5,59.3500087,18.0593457,0,0,0,1,0,1,0,1,0
4830000,4250000,2.0,68.0,2.0,0,3861.0,4800.0,59.3285522,18.0173213,0,0,0,1,0,0,1,0,1
4325000,4195000,2.0,44.3,2.0,1923,2010.0,7943.0,59.3339062,18.0377039,0,0,0,1,0,0,1,0,1
4820000,4350000,2.0,42.0,2.0,1882,1920.0,6880.5,59.3404292,18.0490908,0,0,0,1,0,0,1,1,0
4680000,4195000,1.5,40.5,1.0,1924,2688.0,9360.0,59.3450733,18.0358683,0,0,0,1,0,0,1,0,1
4200000,3995000,2.0,37.0,1.0,1903,1362.0,6880.5,59.3423395,18.0375695,0,0,0,1,0,0,1,1,0
5060000,4495000,2.0,46.0,5.0,1929,2568.0,5400.0,59.3498309,18.0564347,0,0,0,1,0,0,1,1,0
4300000,3900000,2.0,39.0,4.0,1903,2095.0,6880.5,59.3475012,18.0580926,0,0,0,1,0,0,1,0,1
6550000,5850000,2.0,57.0,1.0,1906,2875.0,6880.5,59.3294862,18.0460597,0,0,0,1,0,0,1,1,0
4700000,4395000,2.0,54.0,2.0,1942,1960.0,6200.0,59.3282416,18.0117994,0,0,0,1,0,1,0,1,0
6987500,6590000,2.0,65.0,3.0,1902,3290.0,4200.0,59.3485784,18.061332,0,0,0,1,0,1,0,1,0
5370000,4950000,1.5,42.0,7.0,1934,3463.0,6880.5,59.3309585,18.0480612,0,0,0,1,0,1,0,1,0
4010000,3495000,2.0,39.0,1.5,0,3513.0,6880.5,59.3300981,18.0511514,0,0,0,1,0,1,0,1,0
6330000,5495000,2.0,55.0,2.0,1887,1909.0,2520.0,59.3444063,18.0465435,0,0,0,1,0,0,1,1,0
3870000,3675000,2.0,32.0,1.0,1906,1707.0,6500.0,59.3291371,18.0448955,0,0,0,1,0,1,0,0,1
10500000,8995000,2.0,63.0,4.0,1884,1872.0,6643.0,59.3387209,18.0799088,0,0,0,1,0,1,0,1,0
5320000,5250000,2.0,53.0,2.0,1898,1634.0,13800.0,59.3320554,18.0413219,0,0,0,1,0,0,1,0,1
6300000,6295000,2.5,63.0,4.0,1929,3030.0,10950.0,59.3381373,18.0388213,1,0,0,0,0,0,1,1,0
6500000,5995000,2.0,60.0,1.5,1903,1929.0,6880.5,59.3420431,18.0372748,0,0,0,1,0,0,1,1,0
5750000,4850000,2.5,43.0,6.0,1909,2417.0,6880.5,59.3350354,18.027295,0,0,0,1,0,1,0,1,0
4500000,3995000,2.0,34.0,4.0,1943,1948.0,6880.5,59.3374313,18.0787123,0,0,0,1,0,1,0,1,0
6950000,6495000,2.0,67.0,1.0,1895,2895.0,10950.0,59.3486794,18.057967,0,0,0,1,0,1,0,0,1
3575000,3695000,2.0,49.0,6.0,1944,3018.0,3600.0,59.327609,18.012946,0,0,0,1,0,1,0,1,0
4350000,3995000,2.0,36.0,2.0,1929,3311.0,6880.5,59.3386664,18.0385424,0,0,0,1,0,0,1,0,1
3620000,3695000,2.0,39.5,9.0,1963,1070.0,6880.5,59.3264734,18.0192736,0,0,0,1,0,0,1,1,0
3340000,2995000,2.0,42.0,1.0,1944,2109.0,4200.0,59.327609,18.012946,0,0,0,1,0,1,0,1,0
7500000,6995000,2.0,73.0,1.0,1908,2525.0,6000.0,59.3453959,18.0437673,0,0,0,1,0,0,1,0,1
3500000,3350000,2.0,45.0,2.0,1934,2930.0,2200.0,59.3337211,18.0002412,0,0,0,1,0,1,0,0,1
3725000,3450000,2.0,37.0,4.0,1898,2365.0,2640.0,59.3339648,18.0343903,0,0,0,1,0,0,1,0,1
3350000,3195000,2.0,34.5,5.0,1935,2857.0,7560.0,59.3285301,18.0063026,0,0,0,1,0,1,0,1,0
5700000,5495000,2.0,59.0,2.0,1905,2701.0,6880.5,59.3434013,18.0480112,0,0,0,1,0,0,1,0,1
4050000,3950000,2.0,33.0,1.0,1895,2065.0,5676.0,59.3410818,18.048092,0,0,0,1,0,0,1,1,0
6700000,5995000,2.0,61.0,3.0,1906,2478.0,6880.5,59.3328105,18.0445122,0,0,0,1,0,1,0,0,1
4050000,3895000,2.0,39.0,6.0,1934,3404.0,6880.5,59.3344084,18.0470352,0,0,0,1,0,1,0,1,0
4075000,3895000,2.0,41.0,4.0,1931,2349.0,6880.5,59.3303096,18.0376737,0,0,0,1,0,0,1,1,0
7850000,7795000,2.0,60.0,1.0,1905,1955.0,6880.5,59.3422109,18.0341082,0,0,0,1,0,1,0,1,0
6300000,5795000,2.0,54.0,4.0,1928,2582.0,1500.0,59.3392666,18.0333696,0,0,0,1,0,1,0,1,0
4875000,4795000,2.0,42.0,4.0,1937,2627.0,6880.5,59.3386088,18.0964346,0,0,0,1,0,1,0,1,0
5105000,4495000,2.0,38.0,1.0,1907,695.0,15598.0,59.3468176,18.0592857,0,0,0,1,0,1,0,0,1
2935000,2795000,1.5,38.5,3.0,1931,2150.0,8304.0,59.330455,18.0062662,0,0,0,1,0,0,1,0,1
5330000,5195000,2.0,51.0,2.0,1939,2996.0,6880.5,59.3360259,17.9983018,0,0,0,1,0,1,0,0,1
4300000,3980000,2.0,35.0,6.0,1911,2870.0,6880.5,59.3355051,18.0353339,0,0,0,1,0,0,1,1,0
4910000,4250000,2.0,45.0,3.0,1931,2572.0,6880.5,59.3293077,18.0349678,0,0,0,1,0,0,1,1,0
3600000,3000000,2.0,27.0,4.0,1879,1783.0,3600.0,59.334129,18.0876374,0,0,0,1,0,0,1,0,1
7450000,6495000,2.0,65.0,2.0,1930,2590.0,12840.0,59.328992,18.0471221,0,0,0,1,0,1,0,1,0
6100000,5995000,2.5,58.0,0.5,1930,2725.0,7200.0,59.3285974,18.0325933,0,0,0,1,0,0,1,1,0
12900000,13450000,2.0,77.0,4.0,1905,2664.0,3000.0,59.3352291,18.0767157,0,0,0,1,0,1,0,1,0
5000000,4495000,2.0,44.0,4.0,1887,1647.0,3024.0,59.3444063,18.0465435,0,0,0,1,0,0,1,1,0
4150000,3995000,2.0,38.0,2.0,1939,934.0,3000.0,59.3334876,18.0309031,0,0,0,1,0,1,0,1,0
4670000,4095000,1.5,38.0,4.0,0,1641.0,4200.0,59.3449642,18.0614846,0,0,0,1,0,0,1,1,0
5150000,3995000,2.0,51.0,5.0,1938,2996.0,4200.0,59.3360259,17.9983018,0,0,0,1,0,1,0,1,0
4320000,3795000,2.0,40.0,2.0,1933,2291.0,6880.5,59.3325522,18.0405869,0,0,0,1,0,0,1,1,0
3375000,2995000,2.0,38.0,2.0,1931,2126.0,6880.5,59.3304395,18.0045299,0,0,0,1,0,0,1,0,1
4400000,4195000,2.0,44.5,0.5,1929,2382.0,2088.0,59.3496034,18.0558679,0,0,0,1,0,0,1,0,1
3000000,2995000,1.5,28.0,2.0,1929,1642.0,6880.5,59.3367391,18.0259077,0,0,0,1,0,0,1,0,1
6250000,5495000,2.0,52.0,5.0,1928,3058.0,8784.0,59.3378973,18.036743,0,0,0,1,0,1,0,1,0
3850000,3795000,2.0,34.0,2.0,1937,3150.0,6880.5,59.33081,18.0491435,0,0,0,1,0,1,0,0,1
8975000,8950000,2.0,67.0,2.0,1896,2577.0,6880.5,59.3323471,18.0837439,0,0,0,1,0,0,1,0,1
4920000,4500000,2.0,35.0,5.0,1938,1597.0,6600.0,59.3341805,18.0851925,0,0,0,1,0,1,0,1,0
4800000,4395000,2.0,47.0,5.0,1912,2683.0,6880.5,59.3430868,18.027586,0,0,0,1,0,1,0,1,0
7140000,6750000,2.5,70.0,3.0,1936,3154.0,12132.0,59.3307085,18.0268052,0,0,0,1,0,0,1,1,0
4700000,4695000,2.0,38.0,3.0,1889,1247.0,10350.0,59.3382111,18.0512809,0,0,0,1,0,0,1,1,0
3300000,2950000,2.0,35.0,7.0,1940,2154.0,6880.5,59.3310766,18.0244005,0,0,0,1,0,1,0,1,0
5100000,4495000,2.0,46.0,0.5,1928,2499.0,6000.0,59.3367391,18.0259077,0,0,0,1,0,1,0,0,1
6550000,3277500,2.0,55.0,3.0,1899,2092.0,6880.5,59.3434827,18.0724388,0,0,0,1,0,1,0,0,1
4795000,4350000,2.0,35.0,3.0,1915,1548.0,3900.0,59.342528,18.0589314,0,0,0,1,0,1,0,1,0
6750000,6950000,2.0,61.0,2.0,1882,2748.0,10000.0,59.3333377,18.0892738,0,0,0,1,0,0,1,0,1
4520000,4295000,2.0,54.0,5.0,2012,3051.0,15120.0,59.3356063,18.0128028,0,0,0,1,0,1,0,1,0
5820000,5295000,2.0,56.0,2.0,1913,2571.0,5400.0,59.3451621,18.0416845,0,0,0,1,0,0,1,1,0
3810000,3495000,2.0,34.0,5.0,1941,1950.0,6000.0,59.3332026,18.0329904,0,0,0,1,0,1,0,1,0
8000000,7995000,2.5,75.0,4.0,1929,1875.0,6880.5,59.3462478,18.0538229,0,0,0,1,0,1,0,1,0
5900000,5295000,2.0,60.0,5.0,1900,3585.0,4800.0,59.3452713,18.0439028,0,0,0,1,0,0,1,1,0
6370000,5995000,2.0,58.0,2.5,1906,2925.0,12000.0,59.3488832,18.0592144,0,0,0,1,0,1,0,1,0
5570000,4995000,2.0,53.0,2.0,1920,2895.0,4000.0,59.3364761,18.0313768,0,0,0,1,0,1,0,0,1
6050000,4995000,2.0,51.0,4.5,1915,2972.0,6880.5,59.3433805,18.0356698,1,0,0,0,0,1,0,1,0
4300000,3995000,2.0,45.0,1.0,1929,2335.0,3996.0,59.3367391,18.0259077,0,0,0,1,0,0,1,0,1
5450000,4995000,2.0,50.0,4.0,1928,2713.0,8400.0,59.3367391,18.0259077,0,0,0,1,0,1,0,0,1
7350000,7100000,2.0,62.0,3.0,1905,3653.0,5700.0,59.3415709,18.0331466,0,0,0,1,0,0,1,1,0
4000000,3995000,1.5,45.0,6.0,1929,2765.0,6880.5,59.3381163,18.0352677,0,0,0,1,0,0,1,1,0
5100000,4500000,2.0,37.0,1.0,0,684.0,5400.0,59.3413229,18.0786785,0,0,0,1,0,0,1,1,0
8200000,7995000,2.5,83.0,2.0,1931,3605.0,14688.0,59.3291978,18.0300859,0,0,0,1,0,1,0,0,1
3900000,3495000,2.0,40.0,4.0,1930,2715.0,5880.0,59.3382926,18.0254605,0,0,0,1,0,0,1,1,0
3550000,3600000,1.5,30.0,2.0,1889,1140.0,5600.0,59.3332808,18.0913487,0,0,0,1,0,0,1,0,1
3500000,2995000,2.0,36.5,2.0,1934,3331.0,7500.0,59.3303957,18.0480441,0,0,0,1,0,1,0,0,1
7700000,6575000,2.5,64.0,5.0,1926,2307.0,6880.5,59.3301674,18.0274669,0,0,0,1,0,1,0,1,0
6600000,6495000,2.0,73.0,2.0,1927,3482.0,6000.0,59.3295216,18.0279726,0,0,0,1,0,0,1,0,1
4600000,4695000,2.0,44.0,1.0,1929,2560.0,1980.0,59.3387333,18.0335086,0,0,0,1,0,0,1,1,0
3600000,3295000,2.0,36.5,3.0,1934,3331.0,6880.5,59.3303957,18.0480441,0,0,0,1,0,1,0,1,0
3200000,3295000,1.5,37.5,4.0,1942,1723.0,6880.5,59.3492039,18.0647654,0,0,0,1,0,0,1,1,0
6750000,6395000,2.0,64.0,3.0,1906,3231.0,6880.5,59.3488832,18.0592144,0,0,0,1,0,1,0,1,0
4300000,4295000,2.0,45.0,1.0,1931,2745.0,6500.0,59.3288476,18.035245,0,0,0,1,0,0,1,1,0
3675000,3950000,2.0,38.0,0.5,1897,2213.0,6880.5,59.3466467,18.0627415,0,0,0,1,0,0,1,0,1
4800000,4195000,2.0,43.0,2.0,1940,1997.0,6880.5,59.3476449,18.0577668,0,0,0,1,0,1,0,0,1
6150000,6100000,2.0,47.0,2.0,1896,2585.0,7800.0,59.3354679,18.0893971,0,0,0,1,0,0,1,0,1
8500000,8750000,2.0,67.0,2.0,1918,2727.0,6880.5,59.3407332,18.0673911,0,0,0,1,0,1,0,0,1
3160000,2795000,1.5,34.0,2.0,1933,2026.0,5388.0,59.3304891,18.0031321,0,0,0,1,0,0,1,0,1
